,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
38,,Spain,3/02/2020  22:00,120,0,2
39,,Singapore,3/02/2020  22:00,108,0,78
40,Hong Kong,Hong Kong,3/02/2020  22:00,100,2,36
41,,Kuwait,3/02/2020  22:00,56,0,0
42,,Bahrain,3/02/2020  22:00,49,0,0
43,,Thailand,3/02/2020  22:00,43,1,30
44,Taiwan,Taiwan,3/02/2020  22:00,41,1,12
45,,UK,3/02/2020  22:00,40,0,8
46,,Switzerland,3/02/2020  22:00,30,0,1
47,,Malaysia,3/02/2020  22:00,29,0,22
48,,Iraq,3/02/2020  22:00,26,0,0
49,,Norway,3/02/2020  22:00,25,0,0
50,,UAE,3/02/2020  22:00,21,0,5
51,,Austria,3/02/2020  22:00,18,0,0
52,,Netherlands,3/02/2020  22:00,18,0,0
53,,Vietnam,3/02/2020  22:00,16,0,16
54,,Sweden,3/02/2020  22:00,15,0,0
55,,Lebanon,3/02/2020  22:00,13,0,0
56,,Israel,3/02/2020  22:00,12,0,1
57,Macau,Macao,3/02/2020  22:00,10,0,8
58,,Iceland,3/02/2020  22:00,9,0,0
59,,San Marino,3/02/2020  22:00,8,0,0
60,Brussels,Belgium,3/02/2020  22:00,8,0,1
61,,Croatia,3/02/2020  22:00,8,0,0
62,,Finland,3/02/2020  22:00,7,0,1
63,,Greece,3/02/2020  22:00,7,0,0
64,,Qatar,3/02/2020  22:00,7,0,0
65,,Ecuador,3/02/2020  22:00,6,0,0
66,,India,3/02/2020  22:00,6,0,3
67,,Mexico,3/02/2020  22:00,6,0,0
68,,Oman,3/02/2020  22:00,6,0,2
69,,Algeria,3/02/2020  22:00,5,0,0
70,,Pakistan,3/02/2020  22:00,5,0,0
71,,Czechia,3/02/2020  22:00,4,0,0
72,,Denmark,3/02/2020  22:00,4,0,0
73,,Philippines,3/02/2020  22:00,3,1,2
74,,Azerbaijan,3/02/2020  22:00,3,0,0
75,,Georgia,3/02/2020  22:00,3,0,0
76,,Romania,3/02/2020  22:00,3,0,1
77,,Russia,3/02/2020  22:00,3,0,2
78,,Brazil,3/02/2020  22:00,2,0,0
79,,Egypt,3/02/2020  22:00,2,0,1
80,,Indonesia,3/02/2020  22:00,2,0,0
81,,Portugal,3/02/2020  22:00,2,0,0
82,,Afghanistan,3/02/2020  22:00,1,0,0
83,,Andorra,3/02/2020  22:00,1,0,0
84,,Armenia,3/02/2020  22:00,1,0,0
85,,Belarus,3/02/2020  22:00,1,0,0
86,,Cambodia,3/02/2020  22:00,1,0,1
87,,Dominican Republic,3/02/2020  22:00,1,0,0
88,,Estonia,3/02/2020  22:00,1,0,0
89,,Ireland,3/02/2020  22:00,1,0,0
90,,Jordan,3/02/2020  22:00,1,0,0
91,,Latvia,3/02/2020  22:00,1,0,0
92,,Lithuania,3/02/2020  22:00,1,0,0
93,,Luxembourg,3/02/2020  22:00,1,0,0
94,,North Macedonia,3/02/2020  22:00,1,0,0
95,,Monaco,3/02/2020  22:00,1,0,0
96,,Morocco,3/02/2020  22:00,1,0,0
97,,Nepal,3/02/2020  22:00,1,0,1
98,,New Zealand,3/02/2020  22:00,1,0,0
99,,Nigeria,3/02/2020  22:00,1,0,0
100,,Saudi Arabia,3/02/2020  22:00,1,0,0
101,,Senegal,3/02/2020  22:00,1,0,0
102,,Sri Lanka,3/02/2020  22:00,1,0,1
103,,Tunisia,3/02/2020  22:00,1,0,0
104,British Columbia,Canada,3/02/2020  22:00,8,0,3
105,Ontario,Canada,3/02/2020  22:00,18,0,3
106,Quebec,Canada,3/02/2020  22:00,1,0,0
107,WA,USA,3/02/2020  22:00,18,6,1
108,Oregon,USA,3/02/2020  22:00,3,0,0
109,California,USA,3/02/2020  22:00,25,0,2
110,Arizona,USA,3/02/2020  22:00,1,0,1
111,Texas,USA,3/02/2020  22:00,4,0,0
112,Florida,USA,3/02/2020  22:00,2,0,0
113,New York,USA,3/02/2020  22:00,1,0,0
114,Rhode Island,USA,3/02/2020  22:00,2,0,0
115,Massachusetts,USA,3/02/2020  22:00,1,0,1
116,New Hampshire,USA,3/02/2020  22:00,1,0,0
117,Illinois,USA,3/02/2020  22:00,4,0,2
118,Wisconsin,USA,3/02/2020  22:00,1,0,0
119,Nebraska,USA,3/02/2020  22:00,42,0,0
120,Queensland,Australia,3/02/2020  22:00,10,0,8
121,New South Wales,Australia,3/02/2020  22:00,9,0,4
122,Victoria,Australia,3/02/2020  22:00,9,0,7
123,South Australia,Australia,3/02/2020  22:00,3,0,2
124,Western Australia,Australia,3/02/2020  22:00,2,1,0
125,Tasmania,Australia,3/02/2020  22:00,1,0,0
